-62.1060504512	-32.8422090915
Date	Centroid Longitude	Centroid Latitude	Cluster Temperature	Cluster Number	Cluster size (pixels)
2018-11-10 19:36:00	-62.8338290112	-32.9196791722	205	4	89
2018-11-10 19:35:00	-62.8306086789	-32.9362112376	205	3	91
2018-11-10 19:34:00	-62.838539754	-32.9432898882	205	5	89
2018-11-10 19:33:00	-62.8463151696	-32.9549884554	205	5	77
2018-11-10 19:32:00	-62.852095027	-32.9743653701	205	4	71
2018-11-10 19:31:00	-62.8617591042	-32.9639825814	205	4	77
2018-11-10 19:30:00	-62.8745740376	-32.9526360304	205	3	73
2018-11-10 19:29:00	-62.8832415679	-32.9537260515	205	3	67
2018-11-10 19:28:00	-62.8999525666	-32.9506603259	205	2	67
2018-11-10 19:27:00	-62.9094900398	-32.9543565532	205	4	65
2018-11-10 19:26:00	-62.9165660823	-32.9573991909	205	2	65
2018-11-10 19:25:00	-62.9259144234	-32.982558349	205	6	59
2018-11-10 19:24:00	-62.9332607041	-32.9797491216	205	5	59
2018-11-10 19:23:00	-62.9355224234	-32.9875457969	205	3	60
2018-11-10 19:22:00	-62.9311766429	-32.9862732342	205	6	59
2018-11-10 19:21:00	-62.9449672203	-32.9956000522	205	4	58
2018-11-10 19:20:00	-62.9520994712	-32.9877254568	205	5	59
2018-11-10 19:19:00	-62.9665174044	-32.9883498766	205	4	55
2018-11-10 19:18:00	-62.9810124442	-32.9859127246	205	2	60
2018-11-10 19:17:00	-63.0063658239	-32.9899416303	205	1	59
2018-11-10 19:16:00	-63.005926857	-32.9657942753	205	4	57
2018-11-10 19:15:00	-63.0140870343	-32.9589745153	205	4	55
2018-11-10 19:14:00	-63.0255186478	-32.9600346603	205	3	53
2018-11-10 19:13:00	-63.0250593488	-32.9548829361	205	3	54
2018-11-10 19:12:00	-63.0332211417	-32.9510579824	205	3	63
2018-11-10 19:11:00	-63.0426007186	-32.9673687451	205	2	65
2018-11-10 19:10:00	-63.0552125563	-32.9711961186	205	2	68
2018-11-10 19:09:00	-63.0713233171	-32.9760341906	205	3	62
2018-11-10 19:08:00	-63.0822542387	-32.96824962	205	3	61
2018-11-10 19:07:00	-63.0984283376	-32.9728674078	205	2	57
2018-11-10 19:06:00	-63.1083718262	-32.9821080985	205	2	61
2018-11-10 19:05:00	-63.116203616	-32.9791817304	205	1	64
2018-11-10 19:04:00	-63.1220470752	-32.9765133199	205	1	59
2018-11-10 19:03:00	-63.1265868916	-32.9984951162	205	1	62
2018-11-10 19:02:00	-63.1358159914	-33.0062224676	205	1	67
2018-11-10 19:01:00	-63.1463320013	-33.0063436367	205	1	67
2018-11-10 19:00:00	-63.1530573862	-32.9972000635	205	2	59
2018-11-10 18:59:00	-63.1515164962	-32.999925228	205	2	59
2018-11-10 18:58:00	-63.1493451644	-33.0082893739	205	3	53
2018-11-10 18:57:00	-63.1560761188	-32.9861713036	205	1	53
2018-11-10 18:56:00	-63.1606788467	-32.9563622525	205	2	46
2018-11-10 18:55:00	-63.1578585815	-32.9449172287	205	2	34
2018-11-10 18:54:00	-63.155506652	-32.9586156939	205	4	34
2018-11-10 18:53:00	-63.1565890861	-32.9581462566	205	5	36
2018-11-10 18:52:00	-63.169655441	-32.9582201041	205	5	34
2018-11-10 18:51:00	-63.1856359306	-32.9732979197	205	1	36
2018-11-10 18:50:00	-63.1877825346	-32.9737466278	205	1	44
2018-11-10 18:49:00	-63.1945238288	-32.97805324	205	1	52
2018-11-10 18:48:00	-63.2114396435	-32.987705038	205	2	52
2018-11-10 18:47:00	-63.2138755769	-32.9809765287	205	1	56
2018-11-10 18:46:00	-63.2160173387	-32.9760269633	205	1	48
2018-11-10 18:45:00	-63.219625118	-32.9580501904	205	2	45
2018-11-10 18:44:00	-63.2341966557	-32.963195361	205	1	39
2018-11-10 18:43:00	-63.2507699852	-32.9659676732	205	1	33
2018-11-10 18:42:00	-63.2568454603	-32.9667079775	205	1	36
2018-11-10 18:41:00	-63.2627178832	-32.9757105895	205	2	40
2018-11-10 18:40:00	-63.2646815885	-32.9694603069	205	1	41
2018-11-10 18:39:00	-63.2664300128	-32.9691370735	205	1	38
2018-11-10 18:38:00	-63.2731399369	-32.9690014517	205	1	35
2018-11-10 18:37:00	-63.2630302731	-32.9610633283	205	1	35
2018-11-10 18:36:00	-63.2653459782	-32.9669416127	205	1	38
2018-11-10 18:35:00	-63.272965715	-32.96416467	205	2	40
2018-11-10 18:34:00	-63.2848639033	-32.9686425473	205	2	34
2018-11-10 18:33:00	-63.2994634766	-32.9574178706	205	1	30
2018-11-10 18:32:00	-63.3137062716	-32.9485592744	205	1	31
2018-11-10 18:31:00	-63.325530737	-33.0005929363	205	1	28
2018-11-10 18:30:00	-63.3359842402	-32.9971746671	205	1	40
2018-11-10 18:29:00	-63.3376456835	-32.9675420995	205	1	31
2018-11-10 18:28:00	-63.3466774536	-32.9805294378	205	1	28
2018-11-10 18:27:00	-63.35103864	-33.0076488878	205	1	30
2018-11-10 18:26:00	-63.3550398618	-33.001531394	205	1	32
2018-11-10 18:25:00	-63.3556850529	-32.9990559697	205	1	31
2018-11-10 18:24:00	-63.3631968945	-33.013592594	205	1	28
2018-11-10 18:23:00	-63.3683158354	-32.9917353483	205	1	27
2018-11-10 18:22:00	-63.3713915285	-32.9915281755	205	2	31
2018-11-10 18:21:00	-63.3780490983	-33.0000215833	205	2	30
2018-11-10 18:20:00	-63.3867199095	-32.9951377243	205	2	33
2018-11-10 18:19:00	-63.3960362129	-32.9931838485	205	2	28
2018-11-10 18:18:00	-63.4025374463	-32.9838035979	205	2	28
2018-11-10 18:17:00	-63.3951071414	-32.971613355	205	3	30
2018-11-10 18:16:00	-63.393857091	-32.9632032505	205	3	35
2018-11-10 18:15:00	-63.4025944442	-32.959829145	205	2	33
2018-11-10 18:14:00	-63.4069449412	-32.9536055395	205	3	27
2018-11-10 18:13:00	-63.4037894972	-32.9731791779	205	2	24
2018-11-10 18:12:00	-63.4004507214	-32.9328871363	205	3	19
2018-11-10 18:11:00	-63.4346908889	-33.0583101983	205	1	9
2018-11-10 18:10:00	-63.4671836232	-33.0995046072	205	1	23
2018-11-10 18:09:00	-63.4849334143	-33.1078374319	205	2	24
2018-11-10 18:08:00	-63.5009439226	-33.1140924191	205	1	28
2018-11-10 18:07:00	-63.5275052885	-33.1580090689	205	1	21
2018-11-10 18:06:00	-63.5419905616	-33.1572439511	205	1	20
2018-11-10 18:05:00	-63.5413124246	-33.1363973134	205	1	22
2018-11-10 18:04:00	-63.5601866274	-33.1350568399	205	1	23
2018-11-10 18:03:00	-63.5610417993	-33.1294665764	205	1	28
2018-11-10 18:02:00	-63.56444838	-33.1221633885	205	1	28
2018-11-10 18:01:00	-63.5690649204	-33.1128756861	205	1	25
2018-11-10 18:00:00	-63.5779764414	-33.1084316708	205	1	27
2018-11-10 17:59:00	-63.5863714403	-33.1012173894	205	1	28
2018-11-10 17:58:00	-63.5981003763	-33.097501117	205	1	31
2018-11-10 17:57:00	-63.6027515703	-33.0896332397	205	1	35
2018-11-10 17:56:00	-63.604487854	-33.0799411422	205	1	38
2018-11-10 17:55:00	-63.6149513467	-33.075904359	205	1	35
2018-11-10 17:54:00	-63.6236027778	-33.0792172501	205	1	28
2018-11-10 17:53:00	-63.6260386994	-33.0724581034	205	1	30
2018-11-10 17:52:00	-63.6332550181	-33.0705424756	205	1	24
2018-11-10 17:51:00	-63.6461338326	-33.0805806316	205	1	23
2018-11-10 17:50:00	-63.6534949026	-33.0795481186	205	1	23
2018-11-10 17:49:00	-63.6634201333	-33.0779052562	205	1	22
2018-11-10 17:48:00	-63.6766533789	-33.0782757101	205	1	23
2018-11-10 17:47:00	-63.6771303822	-33.0634872777	205	2	23
2018-11-10 17:46:00	-63.693733566	-33.0572942471	205	2	16
2018-11-10 17:45:00	-63.6909622796	-33.0443162705	205	2	14
2018-11-10 17:44:00	-63.712855965	-33.0395248809	205	1	9
2018-11-10 17:43:00	-63.7231617149	-33.0546269575	205	1	10
2018-11-10 17:42:00	-63.7656377142	-33.0935679582	205	1	6
2018-11-10 17:41:00	-63.7837856772	-33.0812748176	205	1	4
2018-11-10 17:40:00	-63.772987428	-33.0565387463	205	1	6
2018-11-10 17:39:00	-63.7846808324	-33.0752922911	205	1	6
2018-11-10 17:38:00	-63.8024493559	-33.078527223	205	2	3
2018-11-10 17:37:00	-63.7988165653	-33.0571162323	205	2	4
2018-11-10 17:36:00	-63.8129937649	-33.055515939	205	2	5
2018-11-10 17:35:00	-63.8252942094	-33.0533491564	205	2	8
2018-11-10 17:34:00	-63.8331210059	-33.0564518604	205	2	10
2018-11-10 17:33:00	-63.8381750518	-33.0444252766	205	2	11
2018-11-10 17:32:00	-63.8508819607	-33.0356589972	205	2	11
2018-11-10 17:31:00	-63.8636009829	-33.0402617561	205	2	10
2018-11-10 17:30:00	-63.8700957928	-33.0378399814	205	2	11
2018-11-10 17:29:00	-63.8752165762	-33.0417189001	205	2	10
2018-11-10 17:28:00	-63.8767542175	-33.0368638825	205	2	11
2018-11-10 17:27:00	-63.89272875	-33.0388980875	205	2	12
2018-11-10 17:26:00	-63.8980993908	-33.0322566891	205	2	13
2018-11-10 17:25:00	-63.9189200916	-33.0336884094	205	2	9
2018-11-10 17:24:00	-63.919466303	-33.0300091822	205	2	12
2018-11-10 17:23:00	-63.970182764	-33.0803477407	205	1	6
2018-11-10 17:22:00	-63.9956325516	-33.1027701593	205	1	9
2018-11-10 17:21:00	-63.9896122579	-33.0864329279	205	1	11
2018-11-10 17:20:00	-64.0023891593	-33.0917545651	205	1	16
2018-11-10 17:19:00	-64.0257079517	-33.0901460562	205	1	22
2018-11-10 17:18:00	-64.0375353214	-33.0786025758	205	1	22
2018-11-10 17:17:00	-64.0524047229	-33.0718114387	205	1	21
2018-11-10 17:16:00	-64.0569284937	-33.09094337	205	1	20
2018-11-10 17:15:00	-64.0718828021	-33.0912525735	205	1	18
2018-11-10 17:14:00	-64.0818273241	-33.0983329157	205	1	11
2018-11-10 17:13:00	-64.0762922885	-33.0839146852	205	2	8
2018-11-10 17:12:00	-64.0754964775	-33.0900013418	205	2	11
2018-11-10 17:11:00	-64.0922691565	-33.0935258421	205	1	16
2018-11-10 17:10:00	-64.1079767655	-33.0860023155	205	1	17
2018-11-10 17:09:00	-64.1168117508	-33.0857429584	205	1	20
2018-11-10 17:08:00	-64.1464093573	-33.0958141247	205	1	15
2018-11-10 17:07:00	-64.1638222619	-33.099756678	205	1	15
2018-11-10 17:06:00	-64.1391471299	-33.0804261136	205	2	11
2018-11-10 17:05:00	-64.1348543537	-33.0745420127	205	2	10
2018-11-10 17:04:00	-64.1501733442	-33.0810725141	205	1	10
2018-11-10 17:03:00	-64.1728412447	-33.0902406923	205	1	10
2018-11-10 17:02:00	-64.18988245	-33.1003693319	205	1	13
2018-11-10 17:01:00	-64.2171927167	-33.1218349972	205	1	7
2018-11-10 17:00:00	-64.2206010444	-33.1182923635	205	1	6
2018-11-10 16:59:00	-64.219876971	-33.1087555696	205	1	7
2018-11-10 16:58:00	-64.2511688294	-33.1096634376	205	2	8
2018-11-10 16:57:00	-64.2805540389	-33.1131286344	205	2	8
2018-11-10 16:56:00	-64.3097690483	-33.1114141002	205	3	6
2018-11-10 16:55:00	-64.2810819278	-33.1188528185	205	2	7
2018-11-10 16:54:00	-64.3016703605	-33.1167868022	205	3	12
2018-11-10 16:53:00	-64.3174462495	-33.1139011316	205	1	17
2018-11-10 16:52:00	-64.3230836638	-33.1076278759	205	1	24
2018-11-10 16:51:00	-64.3384913158	-33.1113221953	205	1	26
2018-11-10 16:50:00	-64.3481539202	-33.1123353382	205	1	26
2018-11-10 16:49:00	-64.3526760304	-33.1108730861	205	1	24
2018-11-10 16:48:00	-64.3706876575	-33.1260078741	205	1	20
2018-11-10 16:47:00	-64.3890748016	-33.1348923718	205	1	23
2018-11-10 16:46:00	-64.4040232565	-33.1391034788	205	1	24
2018-11-10 16:45:00	-64.4335405905	-33.1428576169	205	1	20
2018-11-10 16:44:00	-64.4490018485	-33.139415325	205	1	27
2018-11-10 16:43:00	-64.4762101615	-33.1499948417	205	1	31
2018-11-10 16:42:00	-64.5281122372	-33.1559540356	205	1	18
2018-11-10 16:41:00	-64.5195796141	-33.1646454029	205	1	15
2018-11-10 16:40:00	-64.4975599031	-33.1627035747	205	3	15
2018-11-10 16:39:00	-64.5046111644	-33.1675506628	205	2	19
2018-11-10 16:38:00	-64.5095267243	-33.1679008781	205	2	21
2018-11-10 16:37:00	-64.5178299677	-33.167891038	205	2	29
2018-11-10 16:36:00	-64.5356734774	-33.1647515697	205	2	29
2018-11-10 16:35:00	-64.5526194365	-33.161991296	205	1	30
2018-11-10 16:34:00	-64.5581090838	-33.162232214	205	1	34
2018-11-10 16:33:00	-64.5620295065	-33.1597700538	205	1	31
2018-11-10 16:32:00	-64.5619346025	-33.1604548344	205	1	33
2018-11-10 16:31:00	-64.5677942691	-33.1575213159	205	1	26
2018-11-10 16:30:00	-64.5637046077	-33.1561521286	205	1	21
2018-11-10 16:29:00	-64.5634078706	-33.1406223163	205	1	13
2018-11-10 16:28:00	-64.5631374932	-33.1262913909	205	2	7
2018-11-10 16:27:00	-64.5703503027	-33.156036452	205	2	6
2018-11-10 16:26:00	-64.5777344025	-33.1439475586	205	2	5
2018-11-10 16:25:00	-64.6057889406	-33.1302947134	205	2	2
2018-11-10 16:24:00	-64.6201321669	-33.1252547394	205	2	1
2018-11-10 16:23:00	-64.6337514454	-33.123930737	210	2	22
2018-11-10 16:22:00	-64.6234284652	-33.1722287997	210	2	12
2018-11-10 16:21:00	-64.6576321673	-33.1006996469	210	2	7
2018-11-10 16:20:00	-64.6521184381	-33.0912480684	210	2	4
2018-11-10 16:19:00	-64.6690218868	-33.1004917533	210	3	1
2018-11-10 16:18:00	-64.4841183397	-33.2472748545	215	2	500
2018-11-10 16:17:00	-64.4977439576	-33.2445521718	215	3	438
2018-11-10 16:16:00	-64.5440599493	-33.2434322037	215	2	401
2018-11-10 16:15:00	-64.5646890977	-33.2402913802	215	2	367
2018-11-10 16:14:00	-64.5777144071	-33.2398208333	215	2	356
2018-11-10 16:13:00	-64.591219993	-33.2441807316	215	2	354
2018-11-10 16:12:00	-64.6414359808	-33.2497560698	215	2	316
2018-11-10 16:11:00	-64.62372575	-33.2497355439	215	2	249
2018-11-10 16:10:00	-64.6428451221	-33.2487626779	215	3	235
2018-11-10 16:09:00	-64.6471683168	-33.2459100412	215	5	232
2018-11-10 16:08:00	-64.6583394111	-33.2424776675	215	4	223
2018-11-10 16:07:00	-64.663324957	-33.2358297309	215	3	221
2018-11-10 16:06:00	-64.6805536767	-33.2312957716	215	3	217
2018-11-10 16:05:00	-64.6873271035	-33.223745254	215	4	214
2018-11-10 16:04:00	-64.6985232528	-33.2211054769	215	3	212
2018-11-10 16:03:00	-64.7352195384	-33.2125090061	215	1	198
2018-11-10 16:02:00	-64.761553935	-33.2137855024	215	2	201
2018-11-10 16:01:00	-64.7785139747	-33.2118547407	215	2	200
2018-11-10 16:00:00	-64.802546276	-33.2111216235	215	2	194
2018-11-10 15:59:00	-64.7823839558	-33.2085539763	215	3	159
2018-11-10 15:58:00	-64.7995880984	-33.2147170906	215	2	149
2018-11-10 15:57:00	-64.8144417869	-33.2190504083	215	2	141
2018-11-10 15:56:00	-64.8254654587	-33.2087103342	215	2	130
2018-11-10 15:55:00	-64.8413252778	-33.2051868565	215	2	125
2018-11-10 15:54:00	-64.8470436959	-33.2010957626	215	2	117
2018-11-10 15:53:00	-64.8983004207	-33.1942984993	215	1	111
2018-11-10 15:52:00	-64.8588621653	-33.197719253	215	4	97
2018-11-10 15:51:00	-64.872153864	-33.2049901186	215	3	95
2018-11-10 15:50:00	-64.8971009844	-33.2133777067	215	2	90
2018-11-10 15:49:00	-64.8974516923	-33.2137261355	215	3	79
2018-11-10 15:48:00	-64.9029217668	-33.2059365442	215	3	73
2018-11-10 15:47:00	-64.9163923908	-33.2085387043	215	3	65
2018-11-10 15:46:00	-64.9288741535	-33.2188623169	215	2	51
2018-11-10 15:45:00	-64.9508607676	-33.2094773505	215	3	44
2018-11-10 15:44:00	-64.9494984889	-33.217054366	215	3	39
2018-11-10 15:43:00	-64.9687081326	-33.2083405571	215	2	39
2018-11-10 15:42:00	-64.9827941327	-33.2009230402	215	2	39
2018-11-10 15:41:00	-64.9747233602	-33.2026240404	215	2	39
2018-11-10 15:40:00	-64.9407059777	-33.2390899831	215	3	24
2018-11-10 15:39:00	-64.9431559321	-33.2402416207	215	3	18
2018-11-10 15:38:00	-64.9454330145	-33.2318285791	215	3	15
2018-11-10 15:37:00	-64.9622468488	-33.2246348459	215	2	13
2018-11-10 15:36:00	-64.9752642716	-33.2437932008	215	2	7
2018-11-10 15:35:00	-64.9858780101	-33.2352973633	215	2	4
2018-11-10 15:34:00	-64.9919794919	-33.2321978013	215	2	3
2018-11-10 15:33:00	-65.0369252116	-33.1774931628	218	1	77
2018-11-10 15:32:00	-64.9312361988	-33.2166009058	218	3	27
2018-11-10 15:31:00	-64.9737085564	-33.1990299894	218	3	18
2018-11-10 15:30:00	-64.9919794096	-33.198311103	218	2	12
2018-11-10 15:29:00	-65.0021608405	-33.1901599256	218	3	9
2018-11-10 15:28:00	-65.023622872	-33.1867963061	218	3	6
2018-11-10 15:27:00	-65.0561200875	-33.1772628402	218	2	2
2018-11-10 15:26:00	-64.6041367393	-33.3690506342	223	1	396
2018-11-10 15:25:00	-64.5382057431	-33.4014490531	223	3	298
2018-11-10 15:24:00	-64.5544502771	-33.3958662235	223	3	291
2018-11-10 15:23:00	-64.5830909241	-33.3902878058	223	2	273
2018-11-10 15:22:00	-64.5379808562	-33.4038848348	223	5	228
2018-11-10 15:21:00	-64.6161186547	-33.3815178955	223	3	220
2018-11-10 15:20:00	-64.6335468786	-33.3763748008	223	3	230
2018-11-10 15:19:00	-64.6240370219	-33.3769324158	223	4	205
2018-11-10 15:18:00	-64.6570914178	-33.3705782619	223	2	199
2018-11-10 15:17:00	-64.6828007273	-33.3595038525	223	1	190
2018-11-10 15:16:00	-64.7091819439	-33.3530181509	223	1	191
2018-11-10 15:15:00	-64.7261361804	-33.3436280298	223	1	179
2018-11-10 15:14:00	-64.5926438223	-33.3556442102	223	2	103
2018-11-10 15:13:00	-64.6254454696	-33.3459733909	223	2	96
2018-11-10 15:12:00	-64.6554428167	-33.3326852736	223	2	94
2018-11-10 15:11:00	-64.802312861	-33.3135896405	223	1	92
2018-11-10 15:10:00	-64.8276398116	-33.3043398627	223	1	129
2018-11-10 15:09:00	-64.8504380524	-33.2960348701	223	1	122
2018-11-10 15:08:00	-64.8570474173	-33.2892329029	223	1	115
2018-11-10 15:07:00	-64.8213862614	-33.2840796482	223	3	88
2018-11-10 15:06:00	-64.8603008151	-33.2799492142	223	5	82
2018-11-10 15:05:00	-64.8897754882	-33.2687837732	223	1	82
2018-11-10 15:04:00	-64.913845329	-33.261521383	223	2	77
2018-11-10 15:03:00	-64.9470789746	-33.2508119094	223	1	66
2018-11-10 15:02:00	-64.979709456	-33.2469412211	223	1	61
2018-11-10 15:01:00	-65.0077505628	-33.236238601	223	1	58
2018-11-10 15:00:00	-65.0443453949	-33.226769757	223	1	54
